id	teruletid	novenyid	ev	termes
10123	441	7	2002	5
10124	441	8	2003	1
10125	441	1	2004	3
10126	441	2	2005	14
10127	441	10	2006	5
10128	441	12	2007	6
10129	441	10	2008	5
10130	441	1	2009	12
10131	441	7	2010	4
10132	441	8	2011	7
10133	441	1	2012	13
10134	441	8	2013	2
10135	441	9	2014	7
10136	441	3	2015	7
10137	441	9	2016	8
10138	441	13	2017	11
10139	441	3	2018	14
10140	441	4	2019	15
10141	441	2	2020	4
10142	441	10	2021	12
10143	441	3	2022	4
10144	442	11	2000	15
10145	442	12	2001	10
10146	442	3	2002	14
10147	442	1	2003	15
10148	442	1	2004	11
10149	442	3	2005	14
10150	442	10	2006	9
10151	442	5	2007	10
10152	442	5	2008	10
10153	442	7	2009	11
10154	442	10	2010	9
10155	442	10	2011	4
10156	442	7	2012	5
10157	442	8	2013	4
10158	442	8	2014	12
10159	442	1	2015	5
10160	442	3	2016	0
10161	442	3	2017	12
10162	442	13	2018	10
10163	442	5	2019	0
10164	442	4	2020	1
10165	442	5	2021	14
10166	442	1	2022	10
10167	443	5	2000	4
10168	443	9	2001	1
10169	443	13	2002	12
10170	443	4	2003	0
10171	443	7	2004	15
10172	443	3	2005	13
10173	443	4	2006	14
10174	443	11	2007	14
10175	443	1	2008	14
10176	443	4	2009	3
10177	443	2	2010	6
10178	443	9	2011	1
10179	443	8	2012	6
10180	443	4	2013	5
10181	443	8	2014	4
10182	443	10	2015	1
10183	443	4	2016	6
10184	443	10	2017	7
10185	443	13	2018	15
10186	443	9	2019	13
10187	443	12	2020	0
10188	443	9	2021	1
10189	443	9	2022	6
10190	444	3	2000	8
10191	444	11	2001	14
10192	444	8	2002	0
10193	444	1	2003	2
10194	444	1	2004	10
10195	444	2	2005	9
10196	444	1	2006	3
10197	444	10	2007	6
10198	444	8	2008	4
10199	444	3	2009	6
10200	444	5	2010	1
10201	444	3	2011	10
10202	444	8	2012	0
10203	444	6	2013	8
10204	444	5	2014	9
10205	444	12	2015	5
10206	444	4	2016	10
10207	444	12	2017	13
10208	444	8	2018	5
10209	444	2	2019	6
10210	444	9	2020	9
10211	444	6	2021	14
10212	444	2	2022	8
10213	445	4	2000	3
10214	445	3	2001	13
10215	445	12	2002	12
10216	445	13	2003	3
10217	445	12	2004	5
10218	445	8	2005	9
10219	445	9	2006	4
10220	445	4	2007	11
10221	445	8	2008	12
10222	445	9	2009	3
10223	445	10	2010	8
10224	445	10	2011	13
10225	445	12	2012	7
10226	445	11	2013	10
10227	445	6	2014	3
10228	445	10	2015	0
10229	445	10	2016	6
10230	445	4	2017	14
10231	445	9	2018	11
10232	445	7	2019	1
10233	445	6	2020	15
10234	445	7	2021	2
10235	445	1	2022	5
10236	446	2	2000	10
10237	446	1	2001	2
10238	446	7	2002	10
10239	446	7	2003	2
10240	446	8	2004	15
10241	446	2	2005	13
10242	446	9	2006	6
10243	446	12	2007	8
10244	446	5	2008	12
10245	446	4	2009	8
10246	446	13	2010	3
10247	446	4	2011	10
10248	446	13	2012	15
10249	446	12	2013	2
10250	446	11	2014	5
10251	446	9	2015	5
10252	446	3	2016	10
10253	446	9	2017	5
10254	446	13	2018	12
10255	446	10	2019	3
10256	446	5	2020	1
10257	446	3	2021	9
10258	446	10	2022	7
10259	447	3	2000	14
10260	447	3	2001	1
10261	447	9	2002	15
10262	447	1	2003	5
10263	447	11	2004	7
10264	447	7	2005	4
10265	447	2	2006	10
10266	447	1	2007	15
10267	447	7	2008	1
10268	447	4	2009	13
10269	447	5	2010	1
10270	447	6	2011	12
10271	447	3	2012	13
10272	447	7	2013	7
10273	447	12	2014	3
10274	447	10	2015	4
10275	447	13	2016	11
10276	447	10	2017	3
10277	447	12	2018	9
10278	447	12	2019	15
10279	447	5	2020	3
10280	447	8	2021	7
10281	447	6	2022	9
10282	448	7	2000	7
10283	448	9	2001	6
10284	448	11	2002	7
10285	448	7	2003	1
10286	448	1	2004	15
10287	448	10	2005	2
10288	448	4	2006	15
10289	448	3	2007	1
10290	448	10	2008	11
10291	448	11	2009	10
10292	448	10	2010	11
10293	448	12	2011	15
10294	448	11	2012	14
10295	448	6	2013	10
10296	448	4	2014	3
10297	448	5	2015	14
10298	448	4	2016	0
10299	448	5	2017	12
10300	448	2	2018	2
10301	448	4	2019	4
10302	448	5	2020	12
10303	448	8	2021	5
10304	448	13	2022	4
10305	449	2	2000	11
10306	449	12	2001	15
10307	449	10	2002	1
10308	449	4	2003	13
10309	449	9	2004	9
10310	449	12	2005	12
10311	449	4	2006	12
10312	449	8	2007	0
10313	449	13	2008	11
10314	449	2	2009	12
10315	449	7	2010	2
10316	449	8	2011	13
10317	449	12	2012	1
10318	449	4	2013	0
10319	449	2	2014	7
10320	449	8	2015	15
10321	449	10	2016	1
10322	449	13	2017	12
10323	449	3	2018	3
10324	449	13	2019	11
10325	449	2	2020	8
10326	449	4	2021	0
10327	449	10	2022	13
10328	450	11	2000	6
10329	450	7	2001	1
10330	450	6	2002	6
10331	450	2	2003	3
10332	450	6	2004	0
10333	450	3	2005	12
10334	450	9	2006	4
10335	450	2	2007	1
10336	450	10	2008	9
10337	450	3	2009	3
10338	450	4	2010	3
10339	450	3	2011	1
10340	450	5	2012	10
10341	450	2	2013	9
10342	450	10	2014	1
10343	450	9	2015	15
10344	450	9	2016	9
10345	450	3	2017	9
10346	450	5	2018	3
10347	450	7	2019	9
10348	450	2	2020	15
10349	450	5	2021	14
10350	450	10	2022	13
10351	451	10	2000	3
10352	451	2	2001	12
10353	451	12	2002	15
10354	451	6	2003	14
10355	451	9	2004	0
10356	451	12	2005	1
10357	451	7	2006	8
10358	451	2	2007	15
10359	451	7	2008	6
10360	451	8	2009	9
10361	451	6	2010	4
10362	451	2	2011	15
10363	451	11	2012	15
10364	451	3	2013	12
10365	451	12	2014	8
10366	451	9	2015	7
10367	451	4	2016	3
10368	451	6	2017	1
10369	451	13	2018	15
10370	451	3	2019	1
10371	451	8	2020	11
10372	451	2	2021	5
10373	451	7	2022	13
10374	452	13	2000	15
10375	452	10	2001	7
10376	452	8	2002	8
10377	452	1	2003	1
10378	452	7	2004	5
10379	452	2	2005	1
10380	452	3	2006	8
10381	452	1	2007	0
10382	452	4	2008	12
10383	452	11	2009	14
10384	452	6	2010	8
10385	452	8	2011	9
10386	452	10	2012	2
10387	452	3	2013	6
10388	452	4	2014	13
10389	452	8	2015	10
10390	452	3	2016	10
10391	452	6	2017	1
10392	452	7	2018	9
10393	452	2	2019	13
10394	452	11	2020	7
10395	452	9	2021	14
10396	452	11	2022	6
10397	453	7	2000	5
10398	453	13	2001	5
10399	453	7	2002	3
10400	453	11	2003	5
10401	453	12	2004	13
10402	453	6	2005	3
10403	453	6	2006	8
10404	453	5	2007	11
10405	453	3	2008	14
10406	453	9	2009	0
10407	453	7	2010	1
10408	453	12	2011	2
10409	453	11	2012	10
10410	453	7	2013	9
10411	453	4	2014	13
10412	453	13	2015	13
10413	453	7	2016	4
10414	453	1	2017	8
10415	453	9	2018	3
10416	453	13	2019	2
10417	453	8	2020	7
10418	453	6	2021	11
10419	453	1	2022	12
10420	454	13	2000	7
10421	454	7	2001	2
10422	454	2	2002	7
10423	454	5	2003	4
10424	454	12	2004	3
10425	454	13	2005	3
10426	454	3	2006	2
10427	454	1	2007	1
10428	454	9	2008	10
10429	454	3	2009	5
10430	454	11	2010	3
10431	454	11	2011	12
10432	454	6	2012	14
10433	454	9	2013	9
10434	454	2	2014	6
10435	454	5	2015	5
10436	454	12	2016	7
10437	454	1	2017	1
10438	454	6	2018	2
10439	454	11	2019	5
10440	454	8	2020	11
10441	454	10	2021	11
10442	454	11	2022	7
10443	455	2	2000	6
10444	455	4	2001	5
10445	455	9	2002	5
10446	455	5	2003	11
10447	455	6	2004	1
10448	455	13	2005	4
10449	455	6	2006	11
10450	455	13	2007	14
10451	455	13	2008	2
10452	455	5	2009	10
10453	455	4	2010	12
10454	455	13	2011	13
10455	455	4	2012	13
10456	455	7	2013	14
10457	455	12	2014	8
10458	455	5	2015	8
10459	455	10	2016	2
10460	455	8	2017	6
10461	455	8	2018	1
10462	455	10	2019	11
10463	455	7	2020	12
10464	455	4	2021	9
10465	455	4	2022	5
10466	456	4	2000	14
10467	456	13	2001	15
10468	456	8	2002	11
10469	456	2	2003	15
10470	456	1	2004	10
10471	456	11	2005	4
10472	456	9	2006	0
10473	456	7	2007	2
10474	456	11	2008	13
10475	456	4	2009	5
10476	456	8	2010	15
10477	456	6	2011	5
10478	456	12	2012	7
10479	456	11	2013	6
10480	456	3	2014	6
10481	456	5	2015	12
10482	456	5	2016	5
10483	456	8	2017	11
10484	456	9	2018	5
10485	456	7	2019	14
10486	456	9	2020	1
10487	456	10	2021	9
10488	456	6	2022	12
10489	457	10	2000	0
10490	457	12	2001	6
10491	457	9	2002	4
10492	457	2	2003	3
10493	457	1	2004	11
10494	457	4	2005	9
10495	457	7	2006	11
10496	457	11	2007	13
10497	457	10	2008	9
10498	457	5	2009	2
10499	457	9	2010	6
10500	457	6	2011	11
10501	457	9	2012	13
10502	457	13	2013	5
10503	457	13	2014	0
10504	457	4	2015	14
10505	457	11	2016	13
10506	457	7	2017	14
10507	457	3	2018	0
10508	457	9	2019	11
10509	457	5	2020	12
10510	457	2	2021	7
10511	457	6	2022	15
10512	458	10	2000	8
10513	458	1	2001	8
10514	458	4	2002	15
10515	458	5	2003	6
10516	458	3	2004	4
10517	458	2	2005	3
10518	458	5	2006	9
10519	458	8	2007	6
10520	458	7	2008	0
10521	458	6	2009	6
10522	458	4	2010	2
10523	458	9	2011	2
10524	458	1	2012	13
10525	458	3	2013	7
10526	458	8	2014	9
10527	458	11	2015	10
10528	458	6	2016	4
10529	458	3	2017	15
10530	458	8	2018	9
10531	458	9	2019	13
10532	458	5	2020	12
10533	458	2	2021	15
10534	458	10	2022	2
10535	459	8	2000	4
10536	459	1	2001	6
10537	459	8	2002	10
10538	459	3	2003	13
10539	459	8	2004	7
10540	459	7	2005	13
10541	459	11	2006	2
10542	459	13	2007	5
10543	459	7	2008	1
10544	459	10	2009	8
10545	459	6	2010	12
10546	459	4	2011	12
10547	459	9	2012	14
10548	459	3	2013	7
10549	459	11	2014	13
10550	459	13	2015	8
10551	459	7	2016	15
10552	459	2	2017	13
10553	459	1	2018	5
10554	459	5	2019	14
10555	459	13	2020	4
10556	459	4	2021	7
10557	459	13	2022	7
10558	460	8	2000	12
10559	460	8	2001	6
10560	460	13	2002	9
10561	460	8	2003	13
10562	460	7	2004	11
10563	460	13	2005	4
10564	460	8	2006	8
10565	460	9	2007	4
10566	460	1	2008	7
10567	460	13	2009	0
10568	460	6	2010	8
10569	460	2	2011	6
10570	460	7	2012	6
10571	460	9	2013	5
10572	460	13	2014	5
10573	460	11	2015	5
10574	460	1	2016	7
10575	460	13	2017	4
10576	460	3	2018	9
10577	460	8	2019	5
10578	460	2	2020	3
10579	460	11	2021	1
10580	460	5	2022	3
10581	461	4	2000	3
10582	461	10	2001	4
10583	461	2	2002	5
10584	461	5	2003	8
10585	461	6	2004	1
10586	461	6	2005	2
10587	461	8	2006	6
10588	461	1	2007	14
10589	461	3	2008	11
10590	461	6	2009	7
10591	461	7	2010	5
10592	461	4	2011	1
10593	461	7	2012	7
10594	461	12	2013	9
10595	461	6	2014	12
10596	461	6	2015	5
10597	461	11	2016	15
10598	461	6	2017	11
10599	461	5	2018	0
10600	461	8	2019	13
10601	461	11	2020	5
10602	461	13	2021	12
10603	461	7	2022	9
10604	462	6	2000	2
10605	462	4	2001	14
10606	462	9	2002	5
10607	462	6	2003	5
10608	462	9	2004	4
10609	462	10	2005	1
10610	462	13	2006	5
10611	462	12	2007	12
10612	462	8	2008	3
10613	462	2	2009	10
10614	462	11	2010	8
10615	462	8	2011	1
10616	462	4	2012	9
10617	462	3	2013	14
10618	462	5	2014	6
10619	462	4	2015	4
10620	462	2	2016	4
10621	462	13	2017	6
10622	462	5	2018	9
10623	462	1	2019	10
10624	462	5	2020	12
10625	462	4	2021	5
10626	462	12	2022	14
10627	463	1	2000	11
10628	463	6	2001	1
10629	463	2	2002	9
10630	463	4	2003	5
10631	463	7	2004	8
10632	463	3	2005	6
10633	463	1	2006	13
10634	463	2	2007	13
10635	463	7	2008	7
10636	463	5	2009	14
10637	463	9	2010	7
10638	463	10	2011	9
10639	463	1	2012	0
10640	463	8	2013	14
10641	463	9	2014	9
10642	463	3	2015	8
10643	463	12	2016	2
10644	463	4	2017	9
10645	463	11	2018	0
10646	463	13	2019	13
10647	463	8	2020	4
10648	463	6	2021	14
10649	463	11	2022	8
10650	464	4	2000	7
10651	464	9	2001	0
10652	464	13	2002	5
10653	464	2	2003	13
10654	464	13	2004	15
10655	464	13	2005	11
10656	464	7	2006	8
10657	464	7	2007	3
10658	464	1	2008	5
10659	464	9	2009	13
10660	464	3	2010	6
10661	464	9	2011	7
10662	464	8	2012	0
10663	464	9	2013	7
10664	464	3	2014	14
10665	464	2	2015	4
10666	464	5	2016	8
10667	464	2	2017	11
10668	464	12	2018	4
10669	464	2	2019	5
10670	464	6	2020	13
10671	464	2	2021	15
10672	464	9	2022	15
10673	465	3	2000	9
10674	465	1	2001	6
10675	465	8	2002	6
10676	465	12	2003	4
10677	465	3	2004	3
10678	465	3	2005	6
10679	465	10	2006	2
10680	465	13	2007	3
10681	465	8	2008	7
10682	465	9	2009	8
10683	465	6	2010	14
10684	465	11	2011	8
10685	465	10	2012	8
10686	465	3	2013	6
10687	465	10	2014	2
10688	465	5	2015	9
10689	465	4	2016	4
10690	465	13	2017	8
10691	465	7	2018	9
10692	465	12	2019	14
10693	465	3	2020	5
10694	465	2	2021	5
10695	465	5	2022	3
10696	466	4	2000	14
10697	466	7	2001	11
10698	466	10	2002	10
10699	466	4	2003	15
10700	466	12	2004	5
10701	466	13	2005	0
10702	466	4	2006	1
10703	466	4	2007	0
10704	466	13	2008	7
10705	466	5	2009	14
10706	466	9	2010	11
10707	466	6	2011	3
10708	466	5	2012	9
10709	466	12	2013	14
10710	466	4	2014	13
10711	466	12	2015	12
10712	466	10	2016	8
10713	466	6	2017	6
10714	466	5	2018	3
10715	466	10	2019	10
10716	466	12	2020	15
10717	466	1	2021	15
10718	466	13	2022	13
10719	467	4	2000	7
10720	467	6	2001	12
10721	467	2	2002	15
10722	467	12	2003	15
10723	467	10	2004	15
10724	467	2	2005	13
10725	467	10	2006	13
10726	467	3	2007	4
10727	467	11	2008	0
10728	467	8	2009	0
10729	467	12	2010	15
10730	467	6	2011	0
10731	467	6	2012	4
10732	467	4	2013	7
10733	467	4	2014	15
10734	467	9	2015	8
10735	467	8	2016	2
10736	467	12	2017	13
10737	467	5	2018	13
10738	467	7	2019	7
10739	467	7	2020	3
10740	467	13	2021	13
10741	467	1	2022	7
10742	468	10	2000	6
10743	468	12	2001	10
10744	468	1	2002	10
10745	468	7	2003	11
10746	468	9	2004	0
10747	468	5	2005	9
10748	468	6	2006	14
10749	468	10	2007	9
10750	468	5	2008	13
10751	468	8	2009	4
10752	468	6	2010	3
10753	468	8	2011	9
10754	468	7	2012	15
10755	468	4	2013	6
10756	468	12	2014	9
10757	468	6	2015	6
10758	468	9	2016	15
10759	468	9	2017	15
10760	468	10	2018	9
10761	468	7	2019	9
10762	468	10	2020	6
10763	468	12	2021	11
10764	468	7	2022	14
10765	469	9	2000	8
10766	469	6	2001	14
10767	469	8	2002	14
10768	469	12	2003	7
10769	469	13	2004	1
10770	469	12	2005	7
10771	469	2	2006	14
10772	469	11	2007	12
10773	469	6	2008	4
10774	469	9	2009	12
10775	469	7	2010	4
10776	469	10	2011	10
10777	469	13	2012	15
10778	469	3	2013	5
10779	469	2	2014	13
10780	469	3	2015	9
10781	469	4	2016	15
10782	469	7	2017	6
10783	469	2	2018	10
10784	469	6	2019	13
10785	469	1	2020	9
10786	469	3	2021	0
10787	469	12	2022	1
10788	470	7	2000	14
10789	470	8	2001	2
10790	470	9	2002	2
10791	470	4	2003	9
10792	470	12	2004	7
10793	470	8	2005	1
10794	470	5	2006	0
10795	470	13	2007	11
10796	470	10	2008	15
10797	470	5	2009	9
10798	470	12	2010	6
10799	470	13	2011	8
10800	470	13	2012	11
10801	470	10	2013	3
10802	470	6	2014	1
10803	470	6	2015	2
10804	470	2	2016	8
10805	470	5	2017	14
10806	470	6	2018	1
10807	470	11	2019	14
10808	470	4	2020	9
10809	470	8	2021	10
10810	470	8	2022	2
10811	471	6	2000	4
10812	471	1	2001	10
10813	471	5	2002	15
10814	471	7	2003	9
10815	471	2	2004	8
10816	471	7	2005	6
10817	471	1	2006	6
10818	471	3	2007	5
10819	471	10	2008	15
10820	471	4	2009	14
10821	471	1	2010	1
10822	471	2	2011	6
10823	471	12	2012	9
10824	471	10	2013	4
10825	471	11	2014	6
10826	471	1	2015	8
10827	471	6	2016	6
10828	471	1	2017	14
10829	471	3	2018	8
10830	471	12	2019	10
10831	471	13	2020	5
10832	471	13	2021	1
10833	471	3	2022	0
10834	472	3	2000	0
10835	472	9	2001	1
10836	472	6	2002	14
10837	472	5	2003	2
10838	472	2	2004	8
10839	472	12	2005	8
10840	472	12	2006	6
10841	472	6	2007	1
10842	472	10	2008	10
10843	472	12	2009	4
10844	472	12	2010	8
10845	472	7	2011	12
10846	472	5	2012	15
10847	472	8	2013	11
10848	472	12	2014	13
10849	472	5	2015	10
10850	472	13	2016	11
10851	472	13	2017	12
10852	472	2	2018	0
10853	472	12	2019	6
10854	472	8	2020	13
10855	472	13	2021	11
10856	472	5	2022	2
10857	473	12	2000	6
10858	473	3	2001	13
10859	473	13	2002	5
10860	473	11	2003	14
10861	473	8	2004	7
10862	473	4	2005	15
10863	473	5	2006	2
10864	473	4	2007	15
10865	473	9	2008	10
10866	473	2	2009	6
10867	473	1	2010	8
10868	473	11	2011	8
10869	473	3	2012	7
10870	473	2	2013	9
10871	473	4	2014	13
10872	473	6	2015	15
10873	473	11	2016	3
10874	473	13	2017	0
10875	473	2	2018	7
10876	473	6	2019	14
10877	473	2	2020	15
10878	473	2	2021	8
10879	473	6	2022	9
10880	474	5	2000	1
10881	474	9	2001	4
10882	474	4	2002	4
10883	474	8	2003	0
10884	474	9	2004	9
10885	474	1	2005	5
10886	474	6	2006	6
10887	474	2	2007	5
10888	474	7	2008	9
10889	474	4	2009	15
10890	474	5	2010	3
10891	474	5	2011	11
10892	474	6	2012	7
10893	474	3	2013	0
10894	474	1	2014	13
10895	474	11	2015	3
10896	474	11	2016	12
10897	474	11	2017	10
10898	474	1	2018	4
10899	474	7	2019	14
10900	474	5	2020	4
10901	474	12	2021	8
10902	474	5	2022	2
10903	475	12	2000	13
10904	475	7	2001	14
10905	475	1	2002	15
10906	475	8	2003	9
10907	475	1	2004	6
10908	475	1	2005	10
10909	475	4	2006	9
10910	475	1	2007	8
10911	475	3	2008	1
10912	475	9	2009	9
10913	475	2	2010	9
10914	475	10	2011	7
10915	475	8	2012	13
10916	475	7	2013	3
10917	475	4	2014	7
10918	475	1	2015	11
10919	475	5	2016	4
10920	475	10	2017	15
10921	475	1	2018	3
10922	475	11	2019	14
10923	475	10	2020	7
10924	475	1	2021	4
10925	475	9	2022	10
10926	476	1	2000	9
10927	476	11	2001	15
10928	476	1	2002	10
10929	476	8	2003	15
10930	476	2	2004	7
10931	476	5	2005	4
10932	476	7	2006	1
10933	476	7	2007	13
10934	476	7	2008	3
10935	476	7	2009	14
10936	476	10	2010	0
10937	476	13	2011	2
10938	476	13	2012	10
10939	476	8	2013	13
10940	476	11	2014	1
10941	476	13	2015	14
10942	476	5	2016	9
10943	476	5	2017	10
10944	476	8	2018	15
10945	476	10	2019	9
10946	476	13	2020	0
10947	476	8	2021	7
10948	476	1	2022	6
10949	477	10	2000	6
10950	477	13	2001	9
10951	477	4	2002	9
10952	477	4	2003	2
10953	477	5	2004	14
10954	477	3	2005	1
10955	477	4	2006	4
10956	477	8	2007	6
10957	477	4	2008	1
10958	477	8	2009	15
10959	477	11	2010	9
10960	477	7	2011	6
10961	477	9	2012	1
10962	477	10	2013	13
10963	477	12	2014	11
10964	477	6	2015	2
10965	477	12	2016	0
10966	477	13	2017	14
10967	477	13	2018	4
10968	477	4	2019	15
10969	477	11	2020	5
10970	477	8	2021	14
10971	477	7	2022	4
10972	478	9	2000	0
10973	478	12	2001	6
10974	478	13	2002	4
10975	478	3	2003	4
10976	478	2	2004	14
10977	478	12	2005	14
10978	478	13	2006	9
10979	478	13	2007	13
10980	478	7	2008	0
10981	478	10	2009	15
10982	478	13	2010	6
10983	478	2	2011	0
10984	478	7	2012	11
10985	478	6	2013	12
10986	478	11	2014	2
10987	478	12	2015	1
10988	478	12	2016	1
10989	478	4	2017	1
10990	478	7	2018	0
10991	478	7	2019	3
10992	478	6	2020	5
10993	478	12	2021	10
10994	478	3	2022	9
10995	479	11	2000	4
10996	479	12	2001	0
10997	479	9	2002	13
10998	479	1	2003	9
10999	479	10	2004	1
11000	479	9	2005	1
11001	479	8	2006	5
11002	479	6	2007	10
11003	479	4	2008	10
11004	479	11	2009	13
11005	479	5	2010	1
11006	479	10	2011	15
11007	479	2	2012	7
11008	479	10	2013	11
11009	479	7	2014	10
11010	479	4	2015	9
11011	479	9	2016	3
11012	479	2	2017	6
11013	479	9	2018	4
11014	479	12	2019	13
11015	479	2	2020	3
11016	479	12	2021	13
11017	479	8	2022	11
11018	480	7	2000	0
11019	480	4	2001	9
11020	480	3	2002	1
11021	480	12	2003	11
11022	480	8	2004	4
11023	480	13	2005	9
11024	480	13	2006	1
11025	480	5	2007	13
11026	480	1	2008	2
11027	480	7	2009	4
11028	480	12	2010	7
11029	480	6	2011	4
11030	480	13	2012	10
11031	480	6	2013	10
11032	480	5	2014	9
11033	480	7	2015	9
11034	480	10	2016	4
11035	480	5	2017	15
11036	480	4	2018	10
11037	480	12	2019	1
11038	480	5	2020	12
11039	480	7	2021	8
11040	480	6	2022	0
11041	481	2	2000	9
11042	481	11	2001	14
11043	481	10	2002	14
11044	481	4	2003	0
11045	481	9	2004	7
11046	481	5	2005	8
11047	481	9	2006	7
11048	481	4	2007	4
11049	481	2	2008	5
11050	481	11	2009	12
11051	481	1	2010	14
11052	481	3	2011	3
11053	481	1	2012	10
11054	481	4	2013	5
11055	481	7	2014	7
11056	481	5	2015	5
11057	481	1	2016	1
11058	481	7	2017	0
11059	481	11	2018	15
11060	481	3	2019	13
11061	481	1	2020	0
11062	481	11	2021	5
11063	481	7	2022	5
11064	482	9	2000	8
11065	482	10	2001	5
11066	482	8	2002	8
11067	482	6	2003	1
11068	482	7	2004	0
11069	482	11	2005	14
11070	482	3	2006	15
11071	482	3	2007	13
11072	482	13	2008	6
11073	482	10	2009	9
11074	482	13	2010	3
11075	482	8	2011	12
11076	482	13	2012	4
11077	482	5	2013	4
11078	482	13	2014	3
11079	482	10	2015	9
11080	482	10	2016	7
11081	482	10	2017	15
11082	482	1	2018	0
11083	482	5	2019	12
11084	482	7	2020	8
11085	482	1	2021	13
11086	482	13	2022	14
11087	483	3	2000	8
11088	483	7	2001	11
11089	483	11	2002	13
11090	483	7	2003	13
11091	483	5	2004	9
11092	483	3	2005	14
11093	483	2	2006	1
11094	483	9	2007	11
11095	483	2	2008	9
11096	483	3	2009	8
11097	483	7	2010	3
11098	483	11	2011	12
11099	483	1	2012	5
11100	483	11	2013	7
11101	483	6	2014	9
11102	483	11	2015	14
11103	483	5	2016	1
11104	483	5	2017	5
11105	483	10	2018	5
11106	483	10	2019	3
11107	483	10	2020	13
11108	483	2	2021	4
11109	483	7	2022	0
11110	484	1	2000	15
11111	484	8	2001	10
11112	484	10	2002	4
11113	484	6	2003	9
11114	484	11	2004	8
11115	484	2	2005	6
11116	484	5	2006	7
11117	484	9	2007	7
11118	484	2	2008	15
11119	484	5	2009	0
11120	484	8	2010	8
11121	484	12	2011	1
11122	484	5	2012	14
11123	484	11	2013	15
11124	484	7	2014	8
11125	484	13	2015	7
11126	484	11	2016	10
11127	484	12	2017	14
11128	484	6	2018	8
11129	484	2	2019	5
11130	484	12	2020	9
11131	484	10	2021	4
11132	484	2	2022	2
11133	485	6	2000	8
11134	485	8	2001	10
11135	485	13	2002	14
11136	485	8	2003	4
11137	485	7	2004	2
11138	485	9	2005	4
11139	485	8	2006	9
11140	485	10	2007	5
11141	485	11	2008	9
11142	485	8	2009	4
11143	485	1	2010	13
11144	485	12	2011	13
11145	485	13	2012	5
11146	485	6	2013	15
11147	485	11	2014	14
11148	485	6	2015	2
11149	485	6	2016	1
11150	485	5	2017	6
11151	485	1	2018	10
11152	485	6	2019	2
11153	485	7	2020	15
11154	485	7	2021	5
11155	485	6	2022	0
11156	486	6	2000	4
11157	486	8	2001	0
11158	486	9	2002	14
11159	486	9	2003	0
11160	486	5	2004	13
11161	486	2	2005	15
11162	486	3	2006	13
11163	486	10	2007	13
11164	486	1	2008	8
11165	486	2	2009	14
11166	486	4	2010	4
11167	486	1	2011	5
11168	486	7	2012	11
11169	486	9	2013	7
11170	486	2	2014	0
11171	486	2	2015	9
11172	486	3	2016	13
11173	486	4	2017	1
11174	486	3	2018	10
11175	486	6	2019	3
11176	486	6	2020	3
11177	486	7	2021	9
11178	486	9	2022	4
11179	487	3	2000	0
11180	487	2	2001	15
11181	487	4	2002	8
11182	487	7	2003	8
11183	487	4	2004	10
11184	487	1	2005	0
11185	487	1	2006	10
11186	487	2	2007	13
11187	487	2	2008	0
11188	487	11	2009	14
11189	487	2	2010	2
11190	487	7	2011	8
11191	487	4	2012	10
11192	487	12	2013	4
11193	487	6	2014	7
11194	487	12	2015	8
11195	487	8	2016	5
11196	487	2	2017	0
11197	487	6	2018	6
11198	487	13	2019	11
11199	487	4	2020	1
11200	487	9	2021	12
11201	487	10	2022	14
11202	488	6	2000	6
11203	488	10	2001	4
11204	488	10	2002	0
11205	488	5	2003	3
11206	488	4	2004	7
11207	488	2	2005	9
11208	488	2	2006	14
11209	488	8	2007	0
11210	488	13	2008	3
11211	488	2	2009	11
11212	488	8	2010	12
11213	488	8	2011	6
11214	488	12	2012	13
11215	488	5	2013	3
11216	488	1	2014	11
11217	488	9	2015	3
11218	488	10	2016	5
11219	488	13	2017	1
11220	488	10	2018	1
11221	488	9	2019	8
11222	488	5	2020	11
11223	488	5	2021	2
11224	488	11	2022	10
11225	489	12	2000	11
11226	489	3	2001	4
11227	489	11	2002	2
11228	489	12	2003	5
11229	489	11	2004	7
11230	489	1	2005	12
11231	489	9	2006	6
11232	489	5	2007	4
11233	489	2	2008	1
11234	489	8	2009	11
11235	489	4	2010	13
11236	489	4	2011	7
11237	489	2	2012	11
11238	489	8	2013	6
11239	489	2	2014	4
11240	489	4	2015	1
11241	489	2	2016	2
11242	489	3	2017	3
11243	489	5	2018	5
11244	489	11	2019	10
11245	489	5	2020	5
11246	489	10	2021	0
11247	489	10	2022	13
11248	490	8	2000	5
11249	490	11	2001	1
11250	490	5	2002	14
11251	490	4	2003	6
11252	490	12	2004	14
11253	490	8	2005	8
11254	490	12	2006	10
11255	490	5	2007	13
11256	490	8	2008	15
11257	490	10	2009	2
11258	490	5	2010	1
11259	490	9	2011	13
11260	490	9	2012	0
11261	490	12	2013	0
11262	490	6	2014	5
11263	490	3	2015	14
11264	490	5	2016	9
11265	490	9	2017	14
11266	490	8	2018	12
11267	490	11	2019	10
11268	490	4	2020	12
11269	490	10	2021	5
11270	490	10	2022	8
11271	491	6	2000	7
11272	491	9	2001	6
11273	491	13	2002	4
11274	491	7	2003	7
11275	491	3	2004	12
11276	491	9	2005	0
11277	491	2	2006	12
11278	491	8	2007	9
11279	491	5	2008	11
11280	491	3	2009	14
11281	491	2	2010	15
11282	491	5	2011	4
11283	491	11	2012	1
11284	491	7	2013	4
11285	491	10	2014	7
11286	491	2	2015	4
11287	491	10	2016	10
