id	versenyid	soforid	csapatid	helyezes	pont	korok
13586	555	224	56	4	3	74
13587	555	175	57	5	2	73
13588	555	199	6	6	1	73
13589	555	233	34	7	0	73
13590	555	246	67	8	0	73
13591	555	239	1	9	0	73
13592	555	251	37	10	0	73
13593	555	237	37	11	0	72
13594	555	230	63	12	0	67
13595	555	119	58	13	0	67
13596	555	205	70	NULL	0	52
13597	555	219	4	NULL	0	39
13598	555	255	32	NULL	0	34
13599	555	178	58	NULL	0	32
13600	555	221	25	NULL	0	31
13601	555	238	25	NULL	0	18
13602	555	223	57	NULL	0	17
13603	555	207	32	NULL	0	14
13604	555	211	64	NULL	0	8
13605	555	231	1	NULL	0	5
13606	555	197	67	NULL	0	4
13607	555	187	34	NULL	0	2
13608	555	200	1	NULL	0	0
13609	555	258	37	NULL	0	0
13610	555	232	37	NULL	0	0
13611	555	267	63	NULL	0	0
13612	555	270	64	NULL	0	0
13613	555	257	37	NULL	0	0
13614	555	212	64	NULL	0	0
13615	555	269	66	NULL	0	0
13616	555	247	37	NULL	0	0
13617	556	207	32	1	9	52
13618	556	182	6	2	6	52
13619	556	178	58	3	4	52
13620	556	200	1	4	3	52
13621	556	223	57	5	2	52
13622	556	238	25	6	1	52
13623	556	258	37	7	0	50
13624	556	172	27	8	0	50
13625	556	211	64	9	0	48
13626	556	251	37	NULL	0	41
13627	556	199	6	NULL	0	39
13628	556	119	58	NULL	0	39
13629	556	152	1	NULL	0	38
13630	556	233	34	NULL	0	31
13631	556	231	1	NULL	0	26
13632	556	221	25	NULL	0	24
13633	556	222	59	NULL	0	23
13634	556	219	4	NULL	0	23
13635	556	197	67	NULL	0	19
13636	556	175	57	NULL	0	9
13637	556	230	63	NULL	0	5
13638	556	255	32	NULL	0	4
13639	556	239	1	NULL	0	4
13640	556	187	34	NULL	0	3
13641	556	237	37	NULL	0	0
13642	556	224	56	NULL	0	0
13643	556	241	63	NULL	0	0
13644	556	205	70	NULL	0	0
13645	556	208	1	NULL	0	0
13646	556	270	64	NULL	0	0
13647	556	269	66	NULL	0	0
13648	556	246	67	NULL	0	0
13649	556	271	71	NULL	0	0
13650	556	220	34	NULL	0	0
13651	557	231	1	1	9	59
13652	557	207	32	2	6	59
13653	557	222	59	3	4	59
13654	557	182	6	4	3	59
13655	557	223	57	5	2	59
13656	557	199	6	6	1	58
13657	557	172	27	7	0	58
13658	557	211	64	8	0	58
13659	557	197	58	9	0	58
13660	557	239	1	10	0	57
13661	557	246	63	11	0	57
13662	557	187	34	12	0	57
13663	557	224	56	13	0	57
13664	557	221	25	14	0	56
13665	557	237	37	15	0	56
13666	557	238	25	16	0	56
13667	557	270	64	17	0	55
13668	557	258	37	18	0	55
13669	557	230	63	19	0	54
13670	557	219	4	NULL	0	30
13671	557	255	32	NULL	0	17
13672	557	233	34	NULL	0	14
13673	557	251	37	NULL	0	10
13674	557	200	1	NULL	0	8
13675	557	240	67	NULL	0	6
13676	557	178	58	NULL	0	3
13677	557	175	57	NULL	0	0
13678	558	222	59	1	9	80
13679	558	221	25	2	6	80
13680	558	200	1	3	4	80
13681	558	178	58	4	3	80
13682	558	175	57	5	2	80
13683	558	230	63	6	1	78
13684	558	240	67	7	0	78
13685	558	237	37	8	0	78
13686	558	207	32	9	0	77
13687	558	119	58	10	0	76
13688	558	239	1	11	0	76
13689	558	203	6	12	0	76
13690	558	231	1	NULL	0	61
13691	558	258	37	NULL	0	56
13692	558	238	25	NULL	0	34
13693	558	211	64	NULL	0	32
13694	558	246	63	NULL	0	31
13695	558	251	37	NULL	0	29
13696	558	224	56	NULL	0	29
13697	558	199	6	NULL	0	20
13698	558	233	34	NULL	0	19
13699	558	255	32	NULL	0	17
13700	558	172	27	NULL	0	12
13701	558	187	34	NULL	0	1
13702	558	223	57	NULL	0	0
13703	558	270	64	NULL	0	0
13704	558	219	4	NULL	0	0
13705	559	231	1	1	9	73
13706	559	199	6	2	6	73
13707	559	221	25	3	4	73
13708	559	178	58	4	3	73
13709	559	172	27	5	2	72
13710	559	119	58	6	1	72
13711	559	233	34	7	0	72
13712	559	230	63	8	0	71
13713	559	272	25	9	0	71
13714	559	222	59	10	0	71
13715	559	273	72	11	0	71
13716	559	237	37	12	0	69
13717	559	255	32	NULL	0	63
13718	559	223	57	NULL	0	43
13719	559	187	34	NULL	0	29
13720	559	200	1	NULL	0	28
13721	559	175	57	NULL	0	14
13722	559	238	25	NULL	0	5
13723	559	203	6	NULL	0	5
13724	559	197	27	NULL	0	3
13725	559	207	32	NULL	0	1
13726	559	274	72	NULL	0	1
13727	559	246	63	NULL	0	1
13728	560	182	6	1	9	40
13729	560	221	25	2	6	40
13730	560	252	58	3	4	40
13731	560	233	37	4	3	40
13732	560	222	25	5	2	40
13733	560	200	1	6	1	40
13734	560	223	6	7	0	40
13735	560	235	59	8	0	39
13736	560	254	3	9	0	39
13737	560	250	204	10	0	39
13738	560	253	56	11	0	39
13739	560	199	204	12	0	37
13740	560	224	56	13	0	37
13741	560	275	37	14	0	36
13742	560	197	58	NULL	0	33
13743	560	231	1	NULL	0	32
13744	560	230	37	NULL	0	15
13745	560	172	27	NULL	0	14
13746	560	238	32	NULL	0	10
13747	560	207	32	NULL	0	6
13748	560	187	67	NULL	0	2
13749	560	270	66	NULL	0	2
13750	561	182	6	1	9	78
13751	561	231	1	2	6	78
13752	561	200	1	3	4	78
13753	561	222	25	4	3	78
13754	561	187	67	5	2	77
13755	561	207	73	6	1	77
13756	561	252	58	7	0	77
13757	561	230	37	8	0	77
13758	561	221	25	9	0	77
13759	561	276	32	10	0	77
13760	561	239	63	11	0	77
13761	561	233	37	12	0	76
13762	561	277	59	13	0	76
13763	561	278	57	14	0	76
13764	561	229	64	15	0	74
13765	561	235	59	16	0	73
13766	561	224	56	17	0	70
13767	561	223	6	NULL	0	52
13768	561	172	27	NULL	0	49
13769	561	197	58	NULL	0	28
13770	561	250	204	NULL	0	22
13771	561	255	32	NULL	0	18
13772	561	199	204	NULL	0	16
13773	561	238	37	NULL	0	15
13774	561	251	25	NULL	0	0
13775	562	223	6	1	9	80
13776	562	182	6	2	6	80
13777	562	221	25	3	4	80
13778	562	172	27	4	3	80
13779	562	200	1	5	2	80
13780	562	224	56	6	1	79
13781	562	197	58	7	0	79
13782	562	278	57	8	0	78
13783	562	250	204	9	0	77
13784	562	238	37	10	0	77
13785	562	178	63	NULL	0	70
13786	562	187	67	NULL	0	69
13787	562	222	25	NULL	0	34
13788	562	252	58	NULL	0	32
13789	562	207	73	NULL	0	15
13790	562	231	1	NULL	0	3
13791	562	233	37	NULL	0	2
13792	562	230	37	NULL	0	0
13793	562	199	204	NULL	0	0
13794	562	255	32	NULL	0	0
13795	562	277	59	NULL	0	0
13796	562	253	56	NULL	0	0
13797	562	232	37	NULL	0	0
13798	562	276	32	NULL	0	0
13799	562	235	59	NULL	0	0
13800	562	229	64	NULL	0	0
13801	562	239	63	NULL	0	0
13802	563	231	1	1	9	75
13803	563	182	6	2	6	75
13804	563	255	32	3	4	75
13805	563	199	204	4	3	74
13806	563	278	57	5	2	74
13807	563	250	204	6	1	74
13808	563	235	59	7	0	74
13809	563	252	58	8	0	74
13810	563	178	63	9	0	74
13811	563	277	59	10	0	73
13812	563	223	6	11	0	72
13813	563	172	27	12	0	72
13814	563	256	70	13	0	72
13815	563	200	1	NULL	0	65
13816	563	197	58	NULL	0	61
13817	563	222	25	NULL	0	53
13818	563	187	67	NULL	0	51
13819	563	232	37	NULL	0	36
13820	563	207	32	NULL	0	34
13821	563	221	25	NULL	0	25
13822	563	230	37	NULL	0	21
13823	563	233	37	NULL	0	16
13824	563	238	37	NULL	0	11
13825	563	224	56	NULL	0	3
13826	563	239	63	NULL	0	0
13827	563	271	182	NULL	0	0
13828	563	279	3	NULL	0	0
13829	563	208	182	NULL	0	0
13830	563	229	64	NULL	0	0
13831	563	253	56	NULL	0	0
13832	564	182	6	1	9	70
13833	564	223	6	2	6	70
13834	564	172	27	3	4	70
13835	564	222	25	4	3	70
13836	564	178	63	5	2	69
13837	564	200	1	6	1	69
13838	564	187	67	7	0	69
13839	564	256	70	8	0	69
13840	564	197	58	9	0	69
13841	564	252	58	10	0	68
13842	564	277	59	11	0	68
13843	564	271	182	12	0	63
13844	564	239	63	NULL	0	62
13845	564	250	204	NULL	0	58
13846	564	278	57	NULL	0	51
13847	564	231	1	NULL	0	35
13848	564	233	37	NULL	0	33
13849	564	229	64	NULL	0	31
13850	564	221	25	NULL	0	29
13851	564	207	32	NULL	0	28
13852	564	258	182	NULL	0	26
13853	564	232	37	NULL	0	21
13854	564	199	204	NULL	0	17
13855	564	238	37	NULL	0	16
13856	564	255	32	NULL	0	7
13857	564	230	37	NULL	0	6
13858	564	224	56	NULL	0	0
13859	564	235	59	NULL	0	0
13860	564	265	64	NULL	0	0
13861	565	182	6	1	9	78
13862	565	222	25	2	6	78
13863	565	221	25	3	4	78
13864	565	233	37	4	3	77
13865	565	200	1	5	2	77
13866	565	224	56	6	1	77
13867	565	252	58	7	0	77
13868	565	197	58	8	0	76
13869	565	250	204	9	0	76
13870	565	187	67	10	0	76
13871	565	277	59	11	0	76
13872	565	172	27	12	0	75
13873	565	278	57	13	0	74
13874	565	223	6	14	0	73
13875	565	255	32	NULL	0	39
13876	565	238	37	NULL	0	26
13877	565	231	1	NULL	0	24
13878	565	230	37	NULL	0	9
13879	565	178	63	NULL	0	1
13880	565	199	204	NULL	0	0
13881	565	235	59	NULL	0	0
13882	565	280	63	NULL	0	0
13883	565	256	70	NULL	0	0
13884	565	229	64	NULL	0	0
13885	565	232	37	NULL	0	0
13886	566	222	25	1	9	72
13887	566	221	25	2	6	72
13888	566	182	6	3	4	72
13889	566	172	27	4	3	72
13890	566	231	1	5	2	72
13891	566	223	6	6	1	72
13892	566	238	37	7	0	72
13893	566	250	204	8	0	72
13894	566	252	58	9	0	71
13895	566	230	37	10	0	71
13896	566	200	1	11	0	71
13897	566	197	58	12	0	71
13898	566	178	63	13	0	71
13899	566	232	37	14	0	70
13900	566	239	63	15	0	70
13901	566	229	64	NULL	0	54
13902	566	233	37	NULL	0	52
13903	566	207	32	NULL	0	45
13904	566	278	57	NULL	0	38
13905	566	277	59	NULL	0	20
13906	566	256	70	NULL	0	18
13907	566	224	56	NULL	0	10
13908	566	271	182	NULL	0	5
13909	566	255	32	NULL	0	2
13910	566	199	204	NULL	0	2
13911	566	187	67	NULL	0	0
13912	566	281	182	NULL	0	0
13913	567	231	1	1	9	54
13914	567	221	25	2	6	54
13915	567	187	67	3	4	54
13916	567	250	204	4	3	54
13917	567	207	32	5	2	54
13918	567	222	25	6	1	54
13919	567	233	37	7	0	54
13920	567	252	58	8	0	54
13921	567	232	37	9	0	54
13922	567	235	59	10	0	53
13923	567	199	204	11	0	53
13924	567	197	58	12	0	53
13925	567	277	59	13	0	53
13926	567	172	27	14	0	53
13927	567	200	1	15	0	53
13928	567	239	63	16	0	53
13929	567	265	64	17	0	53
13930	567	258	57	18	0	53
13931	567	238	37	19	0	51
13932	567	178	63	NULL	0	44
13933	567	230	37	NULL	0	28
13934	567	224	56	NULL	0	21
13935	567	280	63	NULL	0	19
13936	567	223	6	NULL	0	17
13937	567	182	6	NULL	0	8
13938	567	255	32	NULL	0	8
13939	567	229	64	NULL	0	4
13940	567	282	182	NULL	0	0
13941	567	253	56	NULL	0	0
13942	567	271	182	NULL	0	0
13943	568	182	6	1	9	76
13944	568	222	25	2	6	76
13945	568	187	67	3	4	75
13946	568	252	58	4	3	75
13947	568	178	63	5	2	75
13948	568	224	56	6	1	74
13949	568	229	64	7	0	73
13950	568	250	204	8	0	73
13951	568	197	58	9	0	70
13952	568	231	1	NULL	0	76
13953	568	255	32	NULL	0	67
13954	568	238	37	NULL	0	60
13955	568	239	63	NULL	0	55
13956	568	221	25	NULL	0	47
13957	568	199	204	NULL	0	46
13958	568	232	37	NULL	0	39
13959	568	223	6	NULL	0	36
13960	568	172	27	NULL	0	31
13961	568	276	182	NULL	0	24
13962	568	230	37	NULL	0	22
13963	568	280	63	NULL	0	16
13964	568	278	57	NULL	0	8
13965	568	207	32	NULL	0	4
13966	568	200	1	NULL	0	1
13967	568	233	37	NULL	0	0
13968	568	265	64	NULL	0	0
13969	568	235	59	NULL	0	0
13970	568	242	63	NULL	0	0
13971	568	283	58	NULL	0	0
13972	568	275	182	NULL	0	0
13973	569	231	1	1	9	14
13974	569	222	25	2	6	14
13975	569	200	1	3	4	14
13976	569	250	204	4	3	14
13977	569	255	32	5	2	14
13978	569	243	204	6	1	14
13979	569	187	67	7	0	14
13980	569	252	58	8	0	14
13981	569	223	6	9	0	14
13982	569	178	63	10	0	14
13983	569	197	58	11	0	14
13984	569	207	32	12	0	14
13985	569	224	56	13	0	14
13986	569	284	25	14	0	13
13987	569	265	64	15	0	13
13988	569	232	59	NULL	0	3
13989	569	230	37	NULL	0	1
13990	569	221	25	NULL	0	0
13991	569	199	204	NULL	0	0
13992	569	238	37	NULL	0	0
13993	569	233	37	NULL	0	0
13994	569	172	27	NULL	0	0
13995	569	278	57	NULL	0	0
13996	569	182	6	NULL	0	0
13997	569	239	63	NULL	0	0
13998	569	229	64	NULL	0	0
13999	569	275	182	NULL	0	0
14000	569	280	63	NULL	0	0
14001	570	187	67	1	9	54
14002	570	172	27	2	6	54
14003	570	255	32	3	4	54
14004	570	231	1	4	3	54
14005	570	207	32	5	2	54
14006	570	238	37	6	1	54
14007	570	200	1	7	0	54
14008	570	229	64	8	0	53
14009	570	280	63	9	0	52
14010	570	239	63	10	0	51
14011	570	284	25	11	0	51
14012	570	275	182	12	0	50
14013	570	246	57	NULL	0	47
14014	570	271	182	NULL	0	44
14015	570	230	37	NULL	0	43
14016	570	224	56	NULL	0	43
14017	570	250	204	NULL	0	40
14018	570	197	58	NULL	0	40
14019	570	178	63	NULL	0	30
14020	570	233	37	NULL	0	26
14021	570	221	25	NULL	0	24
14022	570	232	59	NULL	0	17
14023	570	252	58	NULL	0	14
14024	570	222	25	NULL	0	14
14025	570	199	204	NULL	0	0
14026	571	231	1	1	9	75
14027	571	223	6	2	6	75
14028	571	207	32	3	4	75
14029	571	252	58	4	3	75
14030	571	222	25	5	2	75
14031	571	230	37	6	1	75
14032	571	221	25	7	0	75
14033	571	178	63	8	0	74
14034	571	200	1	9	0	74
14035	571	197	58	10	0	74
14036	571	280	63	11	0	74
14037	571	243	64	12	0	72
14038	571	235	57	NULL	0	66
14039	571	257	67	NULL	0	63
14040	571	250	204	NULL	0	53
14041	571	172	27	NULL	0	53
14042	571	238	37	NULL	0	52
14043	571	229	64	NULL	0	49
14044	571	187	67	NULL	0	47
14045	571	256	70	NULL	0	44
14046	571	224	56	NULL	0	40
14047	571	199	204	NULL	0	11
14048	571	255	32	NULL	0	10
14049	571	233	37	NULL	0	9
14050	571	260	63	NULL	0	9
14051	571	232	59	NULL	0	5
14052	571	284	25	NULL	0	0
14053	572	238	37	1	9	52
14054	572	223	6	2	6	52
14055	572	172	27	3	4	52
14056	572	182	6	4	3	52
14057	572	222	25	5	2	52
14058	572	221	25	6	1	52
14059	572	230	37	7	0	52
14060	572	252	58	8	0	52
14061	572	199	6	9	0	52
14062	572	235	57	10	0	52
14063	572	187	67	11	0	52
14064	572	178	63	12	0	51
14065	572	255	32	13	0	51
14066	572	239	63	14	0	50
14067	572	224	56	15	0	50
14068	572	229	64	16	0	49
14069	572	280	63	17	0	49
14070	572	284	25	18	0	49
14071	572	197	58	19	0	47
14072	572	243	204	NULL	0	41
14073	572	233	37	NULL	0	23
14074	572	207	32	NULL	0	23
14075	572	231	1	NULL	0	11
14076	572	256	70	NULL	0	8
14077	572	250	204	NULL	0	4
14078	572	200	1	NULL	0	2
14079	572	265	64	NULL	0	0
14080	572	232	59	NULL	0	0
14081	572	285	25	NULL	0	0
14082	573	231	1	1	9	80
14083	573	221	25	2	6	80
14084	573	207	32	3	4	80
14085	573	222	25	4	3	80
14086	573	200	1	5	2	80
14087	573	223	6	6	1	80
14088	573	250	204	7	0	80
14089	573	182	6	8	0	80
14090	573	238	37	9	0	79
14091	573	187	67	10	0	79
14092	573	252	58	11	0	79
14093	573	255	32	12	0	79
14094	573	235	57	13	0	79
14095	573	230	37	14	0	79
14096	573	239	63	15	0	78
14097	573	178	63	16	0	78
14098	573	256	204	17	0	78
14099	573	197	58	18	0	77
14100	573	280	63	19	0	77
14101	573	265	64	20	0	75
14102	573	172	27	NULL	0	43
14103	573	224	56	NULL	0	41
14104	573	233	37	NULL	0	36
14105	573	232	59	NULL	0	11
14106	573	229	64	NULL	0	0
14107	573	278	59	NULL	0	0
14108	573	285	25	NULL	0	0
14109	574	231	1	1	9	59
14110	574	222	25	2	6	59
14111	574	182	6	3	4	59
14112	574	200	1	4	3	59
14113	574	233	37	5	2	59
14114	574	187	67	6	1	59
14115	574	223	6	7	0	58
14116	574	178	63	8	0	58
14117	574	224	56	9	0	57
14118	574	197	58	10	0	57
14119	574	239	63	11	0	57
14120	574	237	64	12	0	57
14121	574	229	64	13	0	54
14122	574	286	59	14	0	54
14123	574	280	63	NULL	0	48
14124	574	252	58	NULL	0	45
14125	574	230	37	NULL	0	34
14126	574	172	27	NULL	0	34
14127	574	250	204	NULL	0	31
14128	574	256	204	NULL	0	30
14129	574	207	32	NULL	0	23
14130	574	235	57	NULL	0	14
14131	574	255	32	NULL	0	13
14132	574	238	37	NULL	0	12
14133	574	232	59	NULL	0	9
14134	574	221	25	NULL	0	7
14135	574	285	25	NULL	0	0
14136	575	207	32	1	9	73
14137	575	221	25	2	6	72
14138	575	231	1	3	4	72
14139	575	178	63	4	3	72
14140	575	223	6	5	2	72
14141	575	255	32	6	1	72
14142	575	172	27	7	0	72
14143	575	229	64	8	0	72
14144	575	274	63	9	0	70
14145	575	197	58	10	0	69
14146	575	287	72	11	0	66
14147	575	222	25	NULL	0	58
14148	575	246	59	NULL	0	49
14149	575	252	58	NULL	0	46
14150	575	230	37	NULL	0	38
14151	575	233	37	NULL	0	37
14152	575	200	1	NULL	0	35
14153	575	187	67	NULL	0	33
14154	575	273	25	NULL	0	27
14155	575	232	59	NULL	0	23
14156	575	224	56	NULL	0	9
14157	575	250	204	NULL	0	7
14158	575	182	6	NULL	0	2
14159	575	256	204	NULL	0	1
14160	575	238	37	NULL	0	0
14161	575	245	74	NULL	0	0
14162	576	224	1	1	9	53
14163	576	231	64	2	6	53
14164	576	199	34	3	4	53
14165	576	223	6	4	3	53
14166	576	221	25	5	2	53
14167	576	182	6	6	1	53
14168	576	288	67	7	0	52
14169	576	235	32	8	0	52
14170	576	230	37	9	0	52
14171	576	289	26	10	0	52
14172	576	222	25	11	0	52
14173	576	252	202	12	0	51
14174	576	243	26	13	0	51
14175	576	200	1	14	0	50
14176	576	250	34	NULL	0	46
14177	576	232	3	NULL	0	44
14178	576	207	73	NULL	0	27
14179	576	283	66	NULL	0	24
14180	576	238	32	NULL	0	15
14181	576	172	3	NULL	0	15
14182	576	290	56	NULL	0	12
14183	576	187	63	NULL	0	6
14184	576	197	202	NULL	0	0
14185	577	250	34	1	9	40
14186	577	224	1	2	6	40
14187	577	200	1	3	4	40
14188	577	223	6	4	3	40
14189	577	182	6	5	2	40
14190	577	231	64	6	1	40
14191	577	207	73	7	0	40
14192	577	199	34	8	0	40
14193	577	235	32	9	0	40
14194	577	187	63	10	0	40
14195	577	172	3	11	0	39
14196	577	289	26	12	0	39
14197	577	290	56	13	0	39
14198	577	243	26	14	0	39
14199	577	238	32	15	0	38
14200	577	197	202	NULL	0	32
14201	577	221	25	NULL	0	31
14202	577	252	202	NULL	0	31
14203	577	232	3	NULL	0	24
14204	577	288	67	NULL	0	22
14205	577	283	66	NULL	0	22
14206	577	222	25	NULL	0	18
14207	577	230	37	NULL	0	1
14208	578	222	25	1	9	78
14209	578	199	34	2	6	78
14210	578	221	25	3	4	78
14211	578	250	34	4	3	78
14212	578	182	6	5	2	78
14213	578	200	1	6	1	78
14214	578	243	75	7	0	78
14215	578	288	67	8	0	77
14216	578	252	202	9	0	77
14217	578	238	32	10	0	77
14218	578	291	32	11	0	76
14219	578	235	32	12	0	76
14220	578	292	32	13	0	76
14221	578	293	1	14	0	76
14222	578	276	66	15	0	76
14223	578	223	6	16	0	71
14224	578	207	73	17	0	70
14225	578	172	3	NULL	0	69
14226	578	224	1	NULL	0	65
14227	578	251	25	NULL	0	55
14228	578	231	64	NULL	0	53
14229	578	197	202	NULL	0	37
14230	578	275	37	NULL	0	23
14231	578	232	3	NULL	0	22
14232	578	187	63	NULL	0	19
14233	578	230	37	NULL	0	16
14234	578	290	56	NULL	0	0
14235	578	289	26	NULL	0	0
14236	579	200	1	1	4.5	29
14237	579	235	32	2	3	29
14238	579	199	34	3	2	28
14239	579	197	202	4	1.5	28
14240	579	230	37	5	1	28
14241	579	275	37	6	0.5	27
14242	579	294	3	7	0	27
14243	579	187	63	8	0	26
14244	579	223	6	NULL	0	25
14245	579	243	26	NULL	0	25
14246	579	250	34	NULL	0	25
14247	579	252	202	NULL	0	23
14248	579	238	32	NULL	0	23
14249	579	295	57	NULL	0	20
14250	579	296	26	NULL	0	18
14251	579	207	73	NULL	0	16
14252	579	276	66	NULL	0	7
14253	579	231	64	NULL	0	6
14254	579	222	25	NULL	0	3
14255	579	288	67	NULL	0	3
14256	579	178	64	NULL	0	3
14257	579	221	25	NULL	0	1
14258	579	290	56	NULL	0	1
14259	579	232	3	NULL	0	1
14260	579	182	6	NULL	0	0
14261	579	224	1	NULL	0	0
14262	580	182	6	1	9	75
14263	580	224	1	2	6	75
14264	580	250	34	3	4	75
14265	580	238	32	4	3	75
14266	580	221	25	5	2	75
14267	580	200	1	6	1	75
14268	580	222	25	7	0	74
14269	580	235	32	8	0	74
14270	580	199	34	9	0	73
14271	580	288	67	NULL	0	66
14272	580	231	64	NULL	0	63
14273	580	178	64	NULL	0	61
14274	580	230	37	NULL	0	48
14275	580	252	202	NULL	0	39
14276	580	223	6	NULL	0	36
14277	580	187	63	NULL	0	36
14278	580	207	73	NULL	0	9
14279	580	197	202	NULL	0	0
14280	580	172	3	NULL	0	0
14281	580	232	3	NULL	0	0
14282	580	289	75	NULL	0	0
14283	580	276	66	NULL	0	0
14284	580	295	57	NULL	0	0
14285	580	297	64	NULL	0	0
14286	580	275	37	NULL	0	0
14287	580	290	56	NULL	0	0
14288	581	182	6	1	9	70
14289	581	222	25	2	6	70
14290	581	199	34	3	4	70
14291	581	221	25	4	3	70
14292	581	223	6	5	2	70
14293	581	252	202	6	1	70
14294	581	224	1	7	0	69
14295	581	250	34	8	0	69
14296	581	276	66	9	0	68
14297	581	187	63	10	0	68
14298	581	288	67	11	0	67
14299	581	290	56	12	0	67
14300	581	296	75	NULL	0	57
14301	581	230	37	NULL	0	54
14302	581	235	32	NULL	0	52
14303	581	238	32	NULL	0	36
14304	581	172	3	NULL	0	18
14305	581	275	37	NULL	0	18
14306	581	294	75	NULL	0	17
14307	581	231	64	NULL	0	15
14308	581	197	202	NULL	0	13
14309	581	232	3	NULL	0	2
14310	581	178	64	NULL	0	1
14311	581	200	1	NULL	0	0
14312	582	182	6	1	9	80
14313	582	199	34	2	6	80
14314	582	223	6	3	4	80
14315	582	207	73	4	3	80
14316	582	288	67	5	2	80
14317	582	294	75	6	1	79
14318	582	222	25	7	0	79
14319	582	224	1	8	0	79
14320	582	238	32	9	0	79
14321	582	297	64	10	0	78
14322	582	178	64	11	0	78
14323	582	221	25	12	0	78
14324	582	276	66	13	0	78
14325	582	282	3	14	0	78
14326	582	235	32	15	0	77
14327	582	187	63	16	0	77
14328	582	290	56	17	0	74
14329	582	252	202	NULL	0	53
14330	582	251	3	NULL	0	49
14331	582	267	75	NULL	0	47
14332	582	250	34	NULL	0	41
14333	582	197	202	NULL	0	38
14334	582	230	37	NULL	0	36
14335	582	200	1	NULL	0	34
14336	582	231	64	NULL	0	21
14337	582	275	37	NULL	0	10
14338	583	231	64	1	9	75
14339	583	182	6	2	6	75
14340	583	223	6	3	4	75
14341	583	199	34	4	3	74
14342	583	250	34	5	2	74
14343	583	252	202	6	1	74
14344	583	294	75	7	0	74
14345	583	288	67	8	0	74
14346	583	221	25	9	0	73
14347	583	298	57	10	0	71
14348	583	290	56	11	0	71
14349	583	251	3	12	0	70
14350	583	178	75	13	0	70
14351	583	275	37	14	0	70
14352	583	238	32	15	0	69
14353	583	222	25	16	0	67
14354	583	172	3	NULL	0	64
14355	583	200	1	NULL	0	61
14356	583	197	202	NULL	0	44
14357	583	187	63	NULL	0	43
14358	583	224	1	NULL	0	40
14359	583	276	66	NULL	0	23
14360	583	235	32	NULL	0	6
14361	583	230	37	NULL	0	0
14362	583	299	74	NULL	0	0
14363	584	182	6	1	9	54
14364	584	231	64	2	6	54
14365	584	200	1	3	4	54
14366	584	224	1	4	3	54
14367	584	207	73	5	2	54
14368	584	221	25	6	1	54
14369	584	294	75	7	0	54
14370	584	197	202	8	0	54
14371	584	222	25	9	0	54
14372	584	238	32	10	0	54
14373	584	172	3	11	0	54
14374	584	219	25	12	0	54
14375	584	187	63	13	0	53
14376	584	199	34	14	0	53
14377	584	298	57	15	0	53
14378	584	178	75	16	0	53
14379	584	276	66	17	0	52
14380	584	275	37	18	0	50
14381	584	250	34	NULL	0	26
14382	584	235	32	NULL	0	17
14383	584	290	56	NULL	0	14
14384	584	230	37	NULL	0	6
14385	584	223	6	NULL	0	6
14386	584	288	67	NULL	0	6
14387	584	252	202	NULL	0	2
14388	584	296	3	NULL	0	0
14389	585	224	1	1	9	56
14390	585	250	34	2	6	55
14391	585	222	25	3	4	55
14392	585	231	64	4	3	55
14393	585	288	37	5	2	55
14394	585	230	37	6	1	55
14395	585	200	1	7	0	55
14396	585	182	6	8	0	54
14397	585	221	25	9	0	54
14398	585	178	75	10	0	54
14399	585	187	63	11	0	54
14400	585	207	73	12	0	54
14401	585	223	6	13	0	54
14402	585	197	202	14	0	53
14403	585	294	75	15	0	53
14404	585	205	32	16	0	53
14405	585	300	76	17	0	51
14406	585	301	63	18	0	50
14407	585	290	56	19	0	50
14408	585	233	37	NULL	0	45
14409	585	302	32	NULL	0	28
14410	585	252	202	NULL	0	20
14411	585	275	37	NULL	0	18
14412	585	238	32	NULL	0	7
14413	585	172	3	NULL	0	5
14414	585	199	34	NULL	0	4
14415	585	295	57	NULL	0	0
14416	585	299	74	NULL	0	0
14417	586	199	34	1	9	14
14418	586	172	3	2	6	14
14419	586	182	6	3	4	14
14420	586	252	202	4	3	14
14421	586	178	75	5	2	14
14422	586	298	57	6	1	14
14423	586	275	37	7	0	14
14424	586	229	64	8	0	14
14425	586	221	25	9	0	13
14426	586	207	73	10	0	12
14427	586	231	64	NULL	0	10
14428	586	223	6	NULL	0	9
14429	586	294	75	NULL	0	9
14430	586	222	25	NULL	0	7
14431	586	197	202	NULL	0	7
14432	586	250	34	NULL	0	5
14433	586	290	56	NULL	0	4
14434	586	233	37	NULL	0	3
14435	586	224	1	NULL	0	3
14436	586	230	37	NULL	0	3
14437	586	187	32	NULL	0	2
14438	586	238	32	NULL	0	1
14439	586	288	37	NULL	0	1
14440	586	200	1	NULL	0	0
14441	586	270	3	NULL	0	0
14442	586	245	74	NULL	0	0
14443	587	230	37	1	4.5	29
14444	587	231	64	2	3	29
14445	587	252	202	3	2	29
14446	587	200	1	4	1.5	29
14447	587	238	32	5	1	29
14448	587	182	6	6	0.5	29
14449	587	223	6	7	0	29
14450	587	222	25	8	0	28
14451	587	224	1	9	0	28
14452	587	187	63	10	0	28
14453	587	221	25	11	0	28
14454	587	278	57	12	0	28
14455	587	239	64	13	0	28
14456	587	199	34	14	0	28
14457	587	294	75	15	0	28
14458	587	243	75	16	0	27
14459	587	275	37	17	0	26
14460	587	295	57	NULL	0	25
